age,genre,region,zone_urbaine,profession_type,profession_detail,revenu_mensuel,anciennete_emploi,montant_credit,duree_credit,historique_credit_mois,defaut_anterieur,mobile_money,garantie,education,situation_matrimoniale,personnes_charge,defaut_paiement
34,M,Saint-Louis,0,Commerçant,Cosmétiques,470615,3,7232886,6,13,0,1,Stock,Primaire,Célibataire,5,1
21,M,Sédhiou,0,Fonctionnaire,Douanes,591732,1,6942460,24,21,0,1,Salaire,Primaire,Marié(e),2,0
53,M,Dakar,1,Commerçant,Artisanat,612980,28,4148395,18,17,0,0,Stock,Secondaire,Marié(e),2,0
45,F,Kaolack,0,Fonctionnaire,Impôts,343852,23,3114720,18,103,0,1,Immobilier,Secondaire,Marié(e),2,0
32,M,Dakar,1,Commerçant,Restauration,1710916,10,12356314,36,38,0,1,Véhicule,Secondaire,Marié(e),4,0
35,M,Fatick,1,Commerçant,Transport,2677072,12,6283842,18,21,0,1,Stock,Secondaire,Marié(e),3,0
37,M,Fatick,1,Fonctionnaire,Justice,413283,11,4763923,24,22,0,1,Salaire,Primaire,Marié(e),1,0
18,F,Dakar,1,Commerçant,Artisanat,372269,0,2324841,6,0,0,1,Aucune,Secondaire,Marié(e),3,1
32,M,Louga,1,Commerçant,Cosmétiques,597252,11,5465950,24,31,1,1,Stock,Secondaire,Marié(e),1,1
26,M,Dakar,1,Fonctionnaire,Collectivités locales,544098,3,3490750,12,96,0,1,Immobilier,Secondaire,Marié(e),2,0
22,M,Tambacounda,1,Fonctionnaire,Santé,264037,1,1424646,18,3,0,1,Salaire,Primaire,Marié(e),2,0
31,F,Sédhiou,1,Commerçant,Bétail/Volaille,671357,10,2153812,36,24,0,1,Véhicule,Supérieur,Marié(e),9,0
56,F,Louga,0,Commerçant,Artisanat,555636,34,4490660,18,17,0,1,Stock,Primaire,Marié(e),3,1
42,M,Matam,1,Fonctionnaire,Santé,412368,21,1641611,48,45,0,1,Immobilier,Supérieur,Célibataire,2,0
28,M,Thiès,0,Fonctionnaire,Douanes,573775,4,5441584,24,0,0,1,Immobilier,Secondaire,Célibataire,4,0
41,M,Dakar,1,Fonctionnaire,Justice,786173,15,2543654,24,3,0,1,Véhicule,Secondaire,Marié(e),4,0
51,M,Dakar,1,Fonctionnaire,Police/Gendarmerie,577752,24,8250436,18,0,1,1,Salaire,Secondaire,Célibataire,0,1
46,M,Diourbel,0,Commerçant,Cosmétiques,417705,22,8102036,18,4,0,1,Caution,Supérieur,Célibataire,1,1
35,F,Fatick,0,Fonctionnaire,Collectivités locales,567094,13,3774490,6,29,0,1,Salaire,Primaire,Marié(e),1,0
27,M,Dakar,1,Fonctionnaire,Impôts,652278,3,3993464,6,3,0,1,Caution,Secondaire,Divorcé(e),3,0
43,F,Tambacounda,1,Commerçant,Électronique,526039,17,2040659,6,23,0,1,Immobilier,Secondaire,Marié(e),2,0
39,M,Thiès,1,Commerçant,Transport,345228,16,6313716,48,48,0,0,Caution,Supérieur,Marié(e),1,0
45,F,Thiès,1,Commerçant,Bétail/Volaille,381012,23,4786863,12,0,0,1,Stock,Primaire,Célibataire,2,0
42,M,Kolda,0,Fonctionnaire,Justice,50000,14,516074,24,0,0,1,Salaire,Secondaire,Célibataire,1,0
47,M,Diourbel,1,Commerçant,Alimentaire,1091276,21,19779831,18,110,0,1,Stock,Secondaire,Marié(e),3,1
28,M,Kaffrine,1,Commerçant,Cosmétiques,817244,1,15032518,18,26,0,1,Stock,Secondaire,Marié(e),10,1
50,M,Dakar,1,Commerçant,Vente tissus,640647,22,10833436,18,3,0,1,Immobilier,Primaire,Divorcé(e),2,0
37,M,Fatick,1,Commerçant,Alimentaire,1243030,15,19791459,12,8,0,1,Stock,Secondaire,Marié(e),1,0
59,F,Dakar,1,Commerçant,Transport,1535887,33,27323955,36,100,0,1,Immobilier,Primaire,Célibataire,2,0
26,F,Dakar,1,Fonctionnaire,Administration,731885,3,9888971,36,6,0,1,Salaire,Supérieur,Marié(e),2,0
55,M,Tambacounda,1,Commerçant,Cosmétiques,601334,34,5192884,24,33,0,1,Stock,Primaire,Marié(e),1,0
37,M,Kédougou,1,Fonctionnaire,Impôts,547237,13,8033819,36,6,0,1,Salaire,Supérieur,Marié(e),2,0
27,M,Thiès,1,Fonctionnaire,Administration,258811,5,2978807,6,12,0,0,Véhicule,Secondaire,Marié(e),1,0
29,M,Thiès,0,Fonctionnaire,Douanes,432662,8,3220092,6,51,0,1,Véhicule,Primaire,Marié(e),2,0
31,M,Kaolack,0,Fonctionnaire,Enseignant,307360,1,2552500,18,0,0,1,Salaire,Primaire,Marié(e),1,1
40,F,Dakar,1,Commerçant,Alimentaire,742428,19,10667472,36,8,0,0,Véhicule,Secondaire,Marié(e),1,1
41,F,Kaffrine,0,Commerçant,Bétail/Volaille,855118,12,7268315,12,16,0,1,Véhicule,Secondaire,Marié(e),2,0
28,F,Fatick,0,Commerçant,Restauration,1345935,7,22716743,18,23,0,1,Stock,Secondaire,Marié(e),1,0
34,M,Dakar,1,Fonctionnaire,Collectivités locales,322206,12,1539101,6,0,0,1,Immobilier,Primaire,Marié(e),4,0
60,F,Diourbel,1,Commerçant,Cosmétiques,398091,38,7299674,48,12,0,1,Caution,Secondaire,Célibataire,1,0
55,F,Fatick,1,Commerçant,Alimentaire,390123,31,2895319,24,10,0,0,Caution,Secondaire,Marié(e),3,1
40,M,Thiès,0,Fonctionnaire,Administration,174085,19,841275,12,0,0,0,Salaire,Secondaire,Marié(e),2,0
35,M,Tambacounda,1,Fonctionnaire,Impôts,432765,2,5754169,48,10,0,0,Salaire,Secondaire,Marié(e),4,0
36,F,Dakar,1,Fonctionnaire,Douanes,688652,11,4044838,6,64,0,1,Salaire,Secondaire,Marié(e),3,0
42,M,Tambacounda,1,Fonctionnaire,Police/Gendarmerie,404638,17,5309153,18,7,0,1,Immobilier,Primaire,Marié(e),4,0
22,M,Dakar,1,Commerçant,Alimentaire,823599,1,6039253,6,21,0,1,Immobilier,Secondaire,Marié(e),1,0
31,M,Kaffrine,1,Fonctionnaire,Enseignant,280066,9,3978721,12,8,0,1,Salaire,Primaire,Marié(e),1,0
18,M,Thiès,1,Commerçant,Vente tissus,1300309,0,7728253,12,0,0,1,Immobilier,Supérieur,Célibataire,4,1
39,M,Thiès,1,Fonctionnaire,Douanes,273611,18,1049517,12,8,0,1,Salaire,Secondaire,Marié(e),1,0
42,F,Kaffrine,0,Commerçant,Alimentaire,1688547,21,31841877,36,15,0,1,Immobilier,Primaire,Célibataire,2,0
29,F,Dakar,1,Commerçant,Restauration,906466,7,4515345,18,8,1,1,Stock,Secondaire,Célibataire,2,0
53,F,Saint-Louis,0,Fonctionnaire,Impôts,440824,25,6316827,12,23,1,1,Salaire,Supérieur,Marié(e),3,0
20,M,Saint-Louis,0,Commerçant,Bétail/Volaille,1036020,1,17437866,24,24,0,1,Stock,Supérieur,Marié(e),2,0
18,F,Thiès,1,Fonctionnaire,Collectivités locales,430022,0,1712822,24,0,0,1,Salaire,Primaire,Marié(e),3,0
37,M,Louga,0,Fonctionnaire,Douanes,174293,13,1453886,48,30,0,1,Salaire,Supérieur,Marié(e),3,0
47,M,Ziguinchor,1,Fonctionnaire,Douanes,608155,18,2360125,18,0,0,1,Immobilier,Primaire,Marié(e),0,0
55,M,Dakar,1,Commerçant,Cosmétiques,1013718,34,8045026,24,0,0,1,Caution,Secondaire,Marié(e),1,0
29,M,Ziguinchor,1,Commerçant,Électronique,554721,8,4619192,12,3,0,0,Véhicule,Primaire,Marié(e),3,0
47,M,Diourbel,1,Fonctionnaire,Enseignant,807647,26,8234445,12,15,0,1,Véhicule,Secondaire,Marié(e),3,0
34,M,Louga,0,Fonctionnaire,Impôts,581604,13,8555829,18,1,0,0,Véhicule,Primaire,Marié(e),1,0
32,M,Thiès,1,Commerçant,Transport,677132,10,3423404,18,30,0,1,Immobilier,Secondaire,Marié(e),2,0
45,M,Kaolack,1,Commerçant,Transport,596557,24,4727545,18,0,0,1,Stock,Primaire,Marié(e),3,1
42,F,Diourbel,0,Commerçant,Cosmétiques,1540191,19,19356881,24,16,0,0,Immobilier,Secondaire,Marié(e),1,0
18,M,Diourbel,1,Fonctionnaire,Collectivités locales,164840,0,833604,18,0,0,0,Salaire,Primaire,Marié(e),2,0
52,F,Diourbel,0,Commerçant,Artisanat,745741,30,11031578,48,6,0,1,Immobilier,Primaire,Marié(e),1,0
51,M,Dakar,1,Commerçant,Vente tissus,1524508,22,14125900,48,20,1,1,Stock,Secondaire,Marié(e),1,0
27,M,Ziguinchor,1,Fonctionnaire,Impôts,191958,6,2763209,18,7,0,1,Salaire,Secondaire,Marié(e),3,0
39,F,Diourbel,1,Commerçant,Transport,1546739,17,20629905,18,5,0,1,Véhicule,Secondaire,Marié(e),1,0
40,M,Matam,1,Fonctionnaire,Administration,281916,19,2074047,18,40,0,1,Salaire,Secondaire,Marié(e),2,0
38,M,Thiès,0,Commerçant,Restauration,930099,15,13905460,12,9,0,0,Immobilier,Supérieur,Marié(e),2,0
28,F,Kolda,1,Commerçant,Artisanat,347623,4,5943512,48,40,0,0,Caution,Primaire,Marié(e),1,1
26,M,Matam,1,Commerçant,Cosmétiques,509865,1,8366189,6,5,0,1,Stock,Secondaire,Divorcé(e),1,0
34,F,Kolda,1,Commerçant,Transport,337307,11,2269994,18,10,0,1,Stock,Primaire,Célibataire,4,0
49,M,Kédougou,1,Commerçant,Électronique,441922,23,4200778,12,2,0,1,Stock,Secondaire,Marié(e),0,0
41,M,Kaffrine,1,Commerçant,Commerce général,748333,16,7587496,24,16,0,1,Immobilier,Primaire,Marié(e),4,0
30,M,Thiès,1,Commerçant,Commerce général,756329,9,6800079,12,11,0,1,Stock,Secondaire,Marié(e),4,1
44,M,Tambacounda,0,Fonctionnaire,Impôts,287700,23,1936325,36,0,0,1,Véhicule,Supérieur,Marié(e),2,0
18,F,Dakar,1,Commerçant,Transport,732766,0,11394115,12,0,0,1,Stock,Secondaire,Marié(e),1,0
48,F,Kaolack,0,Fonctionnaire,Collectivités locales,475532,16,1496352,36,1,0,1,Salaire,Supérieur,Célibataire,4,0
18,M,Dakar,1,Fonctionnaire,Santé,50000,0,326126,48,0,0,1,Salaire,Secondaire,Divorcé(e),3,0
30,M,Ziguinchor,1,Commerçant,Vente tissus,755059,9,3434846,24,16,0,1,Immobilier,Supérieur,Célibataire,2,0
21,F,Diourbel,1,Commerçant,Électronique,332759,1,1436802,24,28,0,1,Caution,Supérieur,Marié(e),1,1
19,M,Saint-Louis,0,Commerçant,Alimentaire,320263,1,2237119,6,12,0,1,Stock,Secondaire,Marié(e),2,0
48,M,Thiès,1,Commerçant,Artisanat,1304558,24,20506028,36,1,0,1,Stock,Supérieur,Marié(e),2,1
29,M,Sédhiou,1,Commerçant,Alimentaire,795942,8,15480748,24,9,0,0,Immobilier,Secondaire,Marié(e),2,0
39,M,Dakar,1,Commerçant,Transport,212341,18,2391624,12,0,0,1,Aucune,Secondaire,Célibataire,2,1
34,F,Dakar,1,Fonctionnaire,Impôts,386351,12,2730598,18,1,0,1,Salaire,Primaire,Marié(e),2,0
40,F,Dakar,1,Commerçant,Restauration,609281,16,10312122,6,0,0,1,Immobilier,Supérieur,Célibataire,3,1
35,M,Sédhiou,0,Commerçant,Commerce général,608295,14,1951326,24,15,0,1,Stock,Supérieur,Célibataire,2,0
19,M,Sédhiou,1,Commerçant,Transport,268631,1,987762,6,12,0,1,Caution,Supérieur,Marié(e),3,1
46,M,Tambacounda,0,Fonctionnaire,Enseignant,351459,25,2510962,24,1,0,1,Véhicule,Primaire,Marié(e),2,0
29,M,Louga,0,Commerçant,Transport,564590,6,5686185,24,7,0,1,Immobilier,Primaire,Célibataire,4,0
18,M,Dakar,1,Fonctionnaire,Santé,388976,0,4891005,12,0,0,1,Véhicule,Secondaire,Célibataire,0,0
29,F,Sédhiou,0,Commerçant,Bétail/Volaille,270777,4,5051277,36,8,0,1,Caution,Supérieur,Marié(e),1,0
53,M,Dakar,1,Fonctionnaire,Enseignant,524455,28,4916932,24,24,0,1,Caution,Supérieur,Marié(e),4,0
45,M,Dakar,1,Commerçant,Restauration,583830,24,6376360,18,28,0,1,Véhicule,Primaire,Marié(e),3,0
30,M,Dakar,1,Fonctionnaire,Douanes,392718,9,2181993,36,9,0,1,Immobilier,Secondaire,Célibataire,1,0
30,M,Kaolack,0,Fonctionnaire,Enseignant,360500,3,3033311,36,37,0,1,Véhicule,Secondaire,Marié(e),2,0
31,M,Fatick,1,Commerçant,Cosmétiques,591615,9,11019182,24,12,0,1,Stock,Secondaire,Célibataire,3,1
59,F,Thiès,1,Commerçant,Vente tissus,440642,37,3997588,12,17,0,1,Stock,Primaire,Marié(e),6,1
39,M,Sédhiou,1,Commerçant,Transport,1251625,18,7249768,18,3,0,1,Stock,Primaire,Marié(e),1,0
40,F,Saint-Louis,0,Fonctionnaire,Justice,645190,4,4547002,36,6,0,1,Salaire,Primaire,Marié(e),1,0
47,M,Dakar,1,Fonctionnaire,Enseignant,908425,19,8334922,24,31,0,1,Véhicule,Secondaire,Marié(e),0,1
37,M,Diourbel,1,Commerçant,Restauration,180061,16,2300194,18,90,0,1,Stock,Supérieur,Marié(e),3,0
31,M,Kolda,0,Commerçant,Cosmétiques,640796,8,6269380,48,29,0,0,Stock,Secondaire,Célibataire,3,0
32,M,Kaffrine,0,Commerçant,Transport,337381,5,5281244,6,1,0,1,Stock,Secondaire,Célibataire,1,0
34,M,Diourbel,0,Fonctionnaire,Justice,557397,12,5581461,6,3,0,1,Immobilier,Supérieur,Marié(e),2,0
34,M,Kaolack,0,Fonctionnaire,Impôts,397535,12,4365163,36,14,0,1,Immobilier,Secondaire,Marié(e),4,0
43,F,Thiès,1,Commerçant,Électronique,1497175,21,26249281,6,31,0,1,Immobilier,Secondaire,Marié(e),9,0
35,F,Tambacounda,0,Commerçant,Commerce général,513134,14,9022124,12,4,1,1,Véhicule,Secondaire,Marié(e),2,1
43,M,Sédhiou,1,Commerçant,Vêtements,1494485,18,8463492,36,33,0,1,Immobilier,Primaire,Célibataire,3,0
34,M,Dakar,1,Commerçant,Transport,796741,12,10533079,24,19,0,1,Caution,Supérieur,Marié(e),2,0
35,M,Louga,1,Commerçant,Alimentaire,507764,12,7565447,24,35,0,1,Stock,Supérieur,Marié(e),2,1
18,M,Kaolack,0,Commerçant,Restauration,454516,0,2102297,24,0,1,1,Stock,Supérieur,Marié(e),3,1
45,M,Thiès,0,Commerçant,Restauration,883358,20,15167130,12,22,0,0,Véhicule,Primaire,Célibataire,2,0
39,F,Matam,1,Fonctionnaire,Enseignant,404977,14,2091964,18,6,0,1,Salaire,Primaire,Marié(e),2,1
46,M,Diourbel,1,Fonctionnaire,Enseignant,587598,23,7398653,24,30,0,0,Immobilier,Secondaire,Marié(e),1,0
18,M,Thiès,1,Fonctionnaire,Douanes,492654,0,2432523,12,0,0,1,Salaire,Secondaire,Marié(e),1,0
60,M,Dakar,1,Commerçant,Transport,499798,39,7672905,24,49,0,1,Stock,Primaire,Marié(e),4,1
33,M,Dakar,1,Fonctionnaire,Douanes,711583,8,3399783,12,0,1,1,Salaire,Secondaire,Célibataire,2,1
48,F,Kaffrine,1,Fonctionnaire,Douanes,379717,25,2865326,6,23,1,1,Immobilier,Secondaire,Marié(e),1,0
22,M,Tambacounda,1,Commerçant,Alimentaire,385726,1,1767894,12,48,0,1,Stock,Secondaire,Marié(e),2,0
42,M,Louga,1,Commerçant,Cosmétiques,689132,21,4736315,18,21,0,1,Immobilier,Supérieur,Marié(e),5,0
22,F,Dakar,1,Fonctionnaire,Collectivités locales,409899,1,6072316,36,4,1,0,Immobilier,Secondaire,Marié(e),2,0
27,M,Dakar,1,Fonctionnaire,Impôts,431858,1,1853581,18,50,0,1,Immobilier,Secondaire,Marié(e),3,0
57,F,Dakar,1,Commerçant,Commerce général,1988909,32,18529405,6,7,0,1,Stock,Supérieur,Marié(e),4,1
32,M,Diourbel,0,Commerçant,Artisanat,283826,8,4025943,12,1,0,0,Stock,Secondaire,Marié(e),1,0
37,M,Sédhiou,1,Fonctionnaire,Police/Gendarmerie,560516,16,2317836,18,13,0,1,Véhicule,Secondaire,Marié(e),2,0
45,F,Kolda,0,Fonctionnaire,Douanes,282848,15,1218621,12,2,1,0,Salaire,Secondaire,Célibataire,4,0
40,M,Thiès,1,Fonctionnaire,Administration,252926,18,1193596,6,2,0,1,Caution,Secondaire,Célibataire,4,1
36,M,Kédougou,1,Commerçant,Vente tissus,371027,13,5049586,24,14,0,1,Stock,Secondaire,Marié(e),2,0
39,M,Fatick,0,Commerçant,Restauration,354563,14,6512636,24,22,0,0,Stock,Supérieur,Marié(e),2,0
63,M,Dakar,1,Commerçant,Cosmétiques,1893944,42,31946687,36,56,1,1,Stock,Supérieur,Marié(e),4,1
34,F,Kaffrine,0,Fonctionnaire,Administration,431216,10,6380557,36,29,0,1,Salaire,Primaire,Marié(e),1,0
37,F,Thiès,0,Fonctionnaire,Santé,408856,16,4063069,12,44,0,1,Immobilier,Secondaire,Marié(e),1,1
47,F,Dakar,1,Commerçant,Alimentaire,2571897,26,49654564,24,12,0,0,Immobilier,Primaire,Marié(e),1,1
48,F,Dakar,1,Commerçant,Vente tissus,1189423,24,8907368,18,9,0,0,Stock,Secondaire,Marié(e),4,0
49,M,Diourbel,0,Fonctionnaire,Santé,572503,28,4613260,6,21,0,1,Véhicule,Primaire,Marié(e),3,0
42,M,Saint-Louis,0,Fonctionnaire,Impôts,377548,20,2926939,18,28,0,1,Véhicule,Primaire,Célibataire,1,0
21,M,Thiès,0,Fonctionnaire,Santé,474403,1,1692807,6,20,0,1,Salaire,Supérieur,Célibataire,1,0
54,M,Dakar,1,Commerçant,Vêtements,634752,32,10749331,6,7,1,0,Stock,Primaire,Marié(e),2,1
21,M,Fatick,0,Fonctionnaire,Administration,379776,1,1251976,6,11,0,1,Salaire,Primaire,Célibataire,3,0
38,F,Sédhiou,1,Fonctionnaire,Justice,527937,13,6207755,48,14,0,1,Immobilier,Supérieur,Divorcé(e),3,0
25,M,Fatick,0,Commerçant,Artisanat,404655,4,3774284,36,0,0,1,Caution,Secondaire,Marié(e),1,0
34,M,Thiès,1,Fonctionnaire,Collectivités locales,236293,8,726594,18,50,1,0,Salaire,Supérieur,Célibataire,0,0
38,M,Dakar,1,Commerçant,Commerce général,1122866,14,8106019,12,17,0,1,Véhicule,Secondaire,Marié(e),1,0
38,F,Dakar,1,Fonctionnaire,Administration,1044899,16,7474718,6,33,0,1,Caution,Supérieur,Marié(e),4,0
40,F,Dakar,1,Fonctionnaire,Douanes,780923,13,11383069,18,4,0,1,Immobilier,Secondaire,Marié(e),2,0
54,F,Kaolack,1,Commerçant,Commerce général,612112,33,8508004,24,19,1,1,Immobilier,Primaire,Marié(e),4,0
40,M,Tambacounda,0,Fonctionnaire,Justice,703894,19,6703083,24,62,1,1,Salaire,Secondaire,Marié(e),5,1
32,F,Kolda,1,Commerçant,Vente tissus,278178,11,1192524,6,5,0,1,Stock,Secondaire,Marié(e),3,1
46,M,Kolda,0,Fonctionnaire,Administration,315694,24,2428713,18,10,0,1,Caution,Secondaire,Marié(e),2,1
49,F,Thiès,1,Fonctionnaire,Administration,211011,16,723593,48,11,0,1,Immobilier,Supérieur,Marié(e),5,0
20,M,Thiès,0,Fonctionnaire,Police/Gendarmerie,193658,1,2351051,6,11,0,1,Immobilier,Primaire,Célibataire,5,0
42,M,Kolda,0,Fonctionnaire,Police/Gendarmerie,412178,16,2041649,18,22,0,1,Salaire,Secondaire,Marié(e),0,0
43,M,Thiès,0,Commerçant,Électronique,270882,19,3440158,12,12,0,1,Caution,Supérieur,Divorcé(e),2,0
31,F,Dakar,1,Commerçant,Transport,809532,10,11810300,6,26,1,1,Immobilier,Supérieur,Marié(e),2,0
51,M,Saint-Louis,1,Commerçant,Électronique,372919,22,3206045,36,15,0,1,Caution,Secondaire,Marié(e),2,0
33,F,Thiès,1,Fonctionnaire,Administration,155093,2,1642608,24,4,0,1,Immobilier,Primaire,Célibataire,1,0
36,M,Dakar,1,Commerçant,Bétail/Volaille,1404196,8,22124781,18,71,0,1,Caution,Supérieur,Marié(e),2,0
32,M,Kaffrine,1,Fonctionnaire,Police/Gendarmerie,469021,9,2443358,12,6,0,1,Salaire,Supérieur,Marié(e),10,0
35,M,Kédougou,1,Commerçant,Alimentaire,338219,14,4334440,36,19,0,1,Stock,Primaire,Célibataire,1,0
21,M,Dakar,1,Fonctionnaire,Douanes,614299,1,7252781,6,1,0,1,Véhicule,Primaire,Marié(e),5,0
18,M,Dakar,1,Commerçant,Vêtements,415445,0,3500899,6,0,0,1,Stock,Supérieur,Célibataire,0,0
54,M,Ziguinchor,1,Fonctionnaire,Justice,529192,32,2619444,36,63,0,1,Véhicule,Secondaire,Divorcé(e),4,0
24,F,Dakar,1,Fonctionnaire,Douanes,398962,1,2566679,36,10,1,0,Salaire,Primaire,Célibataire,4,1
23,M,Saint-Louis,1,Fonctionnaire,Douanes,356302,1,5058382,24,3,0,1,Immobilier,Secondaire,Marié(e),2,0
18,F,Dakar,1,Fonctionnaire,Justice,497828,0,3628855,24,0,0,0,Véhicule,Secondaire,Célibataire,4,0
27,M,Dakar,1,Fonctionnaire,Police/Gendarmerie,371246,5,1593538,12,7,0,1,Immobilier,Supérieur,Célibataire,2,0
19,F,Fatick,1,Fonctionnaire,Douanes,122965,1,490964,36,12,0,1,Immobilier,Primaire,Marié(e),1,0
54,M,Fatick,1,Fonctionnaire,Impôts,699016,33,3611075,18,59,0,1,Salaire,Secondaire,Célibataire,2,0
47,M,Dakar,1,Commerçant,Artisanat,1257147,25,5399725,12,21,0,1,Stock,Primaire,Marié(e),4,0
26,M,Thiès,1,Fonctionnaire,Collectivités locales,413041,5,3692802,12,47,0,1,Véhicule,Primaire,Marié(e),0,0
62,M,Dakar,1,Fonctionnaire,Impôts,859841,40,6165590,6,6,0,1,Véhicule,Primaire,Marié(e),2,0
46,F,Dakar,1,Commerçant,Bétail/Volaille,1886682,24,32347732,12,57,1,1,Stock,Supérieur,Marié(e),1,1
31,M,Sédhiou,1,Fonctionnaire,Impôts,364826,10,4951762,12,6,0,1,Véhicule,Primaire,Divorcé(e),2,0
18,M,Tambacounda,1,Fonctionnaire,Administration,282087,0,2448332,6,0,0,1,Salaire,Secondaire,Célibataire,2,0
62,F,Kaolack,1,Fonctionnaire,Enseignant,470305,39,6425459,6,50,0,1,Salaire,Secondaire,Divorcé(e),0,0
18,M,Fatick,1,Fonctionnaire,Police/Gendarmerie,391078,0,3287221,12,0,0,1,Salaire,Secondaire,Célibataire,2,0
18,F,Kaffrine,1,Commerçant,Restauration,651831,0,8835776,6,0,0,1,Stock,Supérieur,Célibataire,4,0
47,M,Fatick,0,Commerçant,Alimentaire,523486,21,2578496,6,38,0,0,Immobilier,Secondaire,Célibataire,3,0
64,F,Dakar,1,Commerçant,Vêtements,1123351,41,3309938,6,24,0,0,Immobilier,Primaire,Marié(e),1,0
51,M,Dakar,1,Commerçant,Vente tissus,533441,30,2604009,12,5,1,1,Immobilier,Primaire,Célibataire,4,0
41,M,Tambacounda,0,Fonctionnaire,Justice,438096,14,2638276,18,28,0,1,Salaire,Secondaire,Marié(e),3,0
42,M,Saint-Louis,1,Commerçant,Restauration,655618,21,10173666,18,1,0,1,Stock,Supérieur,Marié(e),4,0
45,F,Sédhiou,1,Fonctionnaire,Enseignant,398328,24,2024327,12,5,0,1,Salaire,Primaire,Marié(e),3,0
44,M,Kolda,1,Fonctionnaire,Douanes,690970,17,3156251,6,24,0,1,Salaire,Primaire,Célibataire,2,0
38,M,Matam,1,Fonctionnaire,Santé,164812,17,2329009,36,57,0,1,Véhicule,Secondaire,Marié(e),2,1
36,F,Dakar,1,Commerçant,Artisanat,636462,9,9164062,18,35,0,1,Caution,Primaire,Marié(e),2,1
34,F,Kédougou,1,Commerçant,Artisanat,440597,9,4634860,24,9,0,0,Caution,Supérieur,Marié(e),0,1
25,F,Thiès,0,Commerçant,Restauration,943971,3,3501595,24,41,0,1,Stock,Primaire,Marié(e),5,0
31,F,Sédhiou,1,Commerçant,Vente tissus,876974,10,15199920,12,81,0,1,Véhicule,Secondaire,Divorcé(e),2,0
18,M,Dakar,1,Fonctionnaire,Douanes,574704,0,2470710,18,0,0,0,Salaire,Primaire,Marié(e),3,0
33,M,Diourbel,1,Fonctionnaire,Police/Gendarmerie,328804,12,3397386,24,4,0,1,Salaire,Secondaire,Célibataire,4,0
23,F,Fatick,1,Commerçant,Vente tissus,375871,1,5269026,12,5,1,1,Caution,Secondaire,Célibataire,0,1
21,F,Saint-Louis,1,Fonctionnaire,Santé,294747,1,2299517,24,12,0,1,Salaire,Supérieur,Marié(e),4,0
37,M,Diourbel,1,Commerçant,Bétail/Volaille,284399,16,5233482,24,1,0,1,Caution,Secondaire,Marié(e),3,0
51,M,Sédhiou,1,Fonctionnaire,Collectivités locales,575863,28,2077948,12,16,0,1,Salaire,Primaire,Marié(e),4,0
46,F,Saint-Louis,1,Commerçant,Cosmétiques,342889,25,5735197,6,31,0,1,Stock,Primaire,Marié(e),3,0
18,M,Tambacounda,1,Fonctionnaire,Collectivités locales,368535,0,3554716,12,0,0,1,Salaire,Secondaire,Marié(e),1,0
23,M,Dakar,1,Commerçant,Vente tissus,991859,2,12895820,6,60,0,1,Immobilier,Secondaire,Célibataire,1,0
46,M,Kaffrine,1,Commerçant,Vente tissus,353019,21,6976665,12,14,0,1,Stock,Primaire,Marié(e),0,0
23,M,Tambacounda,1,Commerçant,Alimentaire,269522,2,3365699,12,0,0,1,Stock,Primaire,Marié(e),5,0
32,F,Saint-Louis,1,Commerçant,Bétail/Volaille,373851,10,6111156,12,15,0,1,Aucune,Primaire,Marié(e),2,1
41,M,Dakar,1,Fonctionnaire,Collectivités locales,716451,20,3469320,36,63,0,1,Caution,Primaire,Marié(e),4,0
23,F,Kaolack,1,Commerçant,Transport,274118,1,4541371,24,2,0,1,Caution,Supérieur,Marié(e),1,0
36,M,Dakar,1,Fonctionnaire,Administration,541512,14,6570097,18,6,0,1,Salaire,Secondaire,Marié(e),1,0
18,M,Dakar,1,Fonctionnaire,Enseignant,722428,0,10559961,6,0,0,1,Véhicule,Supérieur,Marié(e),2,0
27,F,Tambacounda,1,Fonctionnaire,Justice,475271,5,6762406,6,8,0,1,Immobilier,Secondaire,Marié(e),2,0
38,M,Dakar,1,Fonctionnaire,Police/Gendarmerie,805431,15,4484509,24,34,0,1,Salaire,Secondaire,Marié(e),1,0
18,M,Dakar,1,Commerçant,Alimentaire,1285755,0,13331731,12,0,0,1,Stock,Primaire,Marié(e),2,1
40,M,Tambacounda,0,Commerçant,Cosmétiques,636480,15,11715494,6,38,0,0,Véhicule,Secondaire,Célibataire,1,0
34,M,Dakar,1,Fonctionnaire,Police/Gendarmerie,253606,12,2710840,36,19,0,1,Immobilier,Secondaire,Marié(e),6,0
41,M,Thiès,1,Fonctionnaire,Collectivités locales,536318,16,4593244,12,2,0,0,Véhicule,Primaire,Marié(e),2,0
37,F,Dakar,1,Fonctionnaire,Collectivités locales,631755,14,2721136,12,11,0,1,Véhicule,Primaire,Marié(e),2,0
51,F,Kaolack,1,Fonctionnaire,Impôts,446042,24,3220909,48,9,0,1,Immobilier,Secondaire,Marié(e),0,0
36,F,Kolda,0,Commerçant,Commerce général,430222,13,6012059,6,39,0,0,Stock,Primaire,Marié(e),6,0
29,M,Ziguinchor,1,Fonctionnaire,Police/Gendarmerie,353163,8,4352018,24,23,0,1,Salaire,Secondaire,Célibataire,4,0
36,M,Thiès,1,Fonctionnaire,Police/Gendarmerie,405905,10,3395802,36,36,0,1,Salaire,Secondaire,Marié(e),1,0
